7356 50
son	-2.591	-4.672	-3.169	-10.402	4.613	1.421	-2.494	-3.061	-2.617	8.030	0.034	-0.302	0.555	-1.215	-3.550	-1.202	-1.217	-5.180	2.646	0.819	4.302	-0.874	3.803	-1.948	-4.117	3.692	1.323	-1.218	-2.896	-1.751	-1.946	1.594	1.152	1.421	3.839	1.566	0.753	-3.315	-0.861	0.123	0.966	0.559	-4.378	-0.248	0.971	-1.773	-2.933	1.189	-2.174	0.905
too	-0.993	2.557	-2.892	-0.908	-2.146	2.482	-1.754	5.182	0.859	0.995	-1.150	-0.561	0.781	-2.642	0.531	3.999	-2.823	1.206	-5.010	1.377	-2.659	-1.390	-0.627	-0.008	0.465	1.156	-1.296	-3.441	-0.527	0.336	-2.324	0.950	-3.192	-0.692	3.443	-2.531	1.362	-1.423	-2.220	-3.131	-1.343	-1.554	-1.809	2.291	1.671	-1.115	1.868	-2.529	0.379	0.377
came	-2.685	0.434	1.247	-4.787	-0.604	-1.105	2.853	-0.172	2.667	0.803	1.072	-2.870	1.158	-1.762	-1.193	0.331	1.259	-2.681	0.121	3.591	1.596	-1.086	3.848	1.220	1.264	-2.179	-1.497	-2.725	-0.273	0.182	-1.017	-2.085	0.268	-2.194	-0.170	-1.634	1.235	-2.536	-3.720	-0.689	-2.136	-2.401	0.648	-1.305	0.693	3.369	-1.538	0.489	0.311	-2.618
white	-0.621	-0.025	2.235	-1.640	0.403	-3.902	0.139	-1.173	-1.567	-1.431	-2.292	-1.674	1.860	0.038	-0.718	2.102	0.797	-0.851	-3.627	-1.247	2.318	0.354	-0.537	3.813	0.809	2.688	0.902	-4.089	-0.090	-1.730	2.906	-2.552	-2.400	3.302	0.175	-1.843	2.596	0.461	6.775	3.799	0.252	-1.200	2.805	2.301	-0.787	4.221	2.471	0.871	3.793	2.327
might	-1.024	5.759	-2.122	-0.492	-3.097	3.324	-0.998	1.050	1.198	1.897	1.398	0.283	-2.822	-1.444	0.755	0.476	-1.935	-0.367	-3.782	-0.833	-2.249	-1.076	0.200	-0.242	-4.727	-0.996	-3.465	-2.553	2.055	0.181	-2.795	-0.598	-2.288	-2.662	3.140	0.012	1.674	2.577	-2.514	0.415	1.118	-2.574	1.290	2.494	-1.284	-4.713	1.992	-3.110	-0.240	-2.376
full	-0.539	-0.209	-0.422	0.059	-1.257	1.857	4.008	-1.060	0.038	-1.980	1.977	1.293	0.629	1.082	-0.647	3.079	-2.768	-0.822	-1.799	-4.280	-1.703	1.708	2.145	0.348	-0.922	0.675	-1.387	0.143	-0.124	-0.468	4.986	1.219	-0.126	-0.582	-3.129	0.898	0.436	2.703	-2.344	-0.588	-0.004	-0.230	-0.127	1.166	-0.440	2.208	-1.177	0.897	0.377	0.865
site	5.701	-0.834	-5.017	6.482	1.374	-4.282	1.266	1.532	1.953	0.348	4.334	-3.506	-2.292	3.274	-0.649	-6.994	-4.077	-3.916	1.874	0.295	0.872	0.475	-1.293	0.216	-1.326	-2.056	-1.868	1.806	0.754	0.748	1.651	-3.155	-2.155	0.663	-1.984	-0.221	-5.829	-0.716	3.494	-0.961	-3.314	1.998	-0.268	-0.145	-2.852	3.910	1.948	0.364	-1.849	2.267
go	2.491	4.936	3.815	-3.098	-2.026	1.254	-0.601	4.794	-0.732	1.826	-1.272	-4.839	1.061	-2.389	0.913	-0.654	-5.174	-3.326	-1.840	-0.447	-0.860	1.235	0.025	0.491	-1.199	-2.085	0.035	-3.251	1.138	-1.713	-1.269	1.111	-0.798	-0.684	2.650	-1.259	-0.995	0.103	-3.478	-2.069	-1.817	-5.349	-0.219	0.691	2.495	1.550	-2.253	3.361	-0.702	4.573
itself	-0.600	3.525	-2.464	0.479	-1.070	3.078	1.630	-2.736	1.103	0.735	-3.773	1.900	-0.156	0.351	-0.311	-2.005	-2.612	1.609	-2.285	-0.123	-0.652	1.212	1.419	0.356	-2.552	-1.508	-0.403	-0.681	-0.110	0.936	0.390	-0.491	-3.194	-0.863	-3.015	-0.744	1.690	1.013	-2.201	-0.166	-0.839	2.568	1.258	-1.769	1.961	0.059	2.274	-2.209	-0.061	-4.588
level	-1.949	0.807	1.038	2.971	-4.948	0.762	1.161	-2.316	1.414	-1.383	-0.827	2.619	0.257	-1.886	4.936	-0.991	-1.351	1.273	-0.716	-4.783	-1.358	2.215	-0.391	-0.880	-0.953	-3.439	-3.579	0.928	2.503	3.327	2.072	2.471	0.424	3.209	-1.574	-1.184	-2.478	-2.337	0.655	-2.550	-4.040	1.646	-4.557	6.250	0.641	-4.478	3.902	2.468	-0.570	-2.371
upon	-3.517	2.491	-1.943	-3.091	0.933	2.602	-0.737	-1.436	2.592	1.486	0.340	1.026	-0.015	-0.275	-0.827	0.982	0.494	-3.599	-2.180	-4.552	-0.973	2.814	3.548	0.454	-0.366	1.448	-0.401	0.430	0.520	1.936	1.730	-2.819	0.113	0.340	-0.870	-3.741	0.344	1.684	-0.370	-2.110	1.095	4.066	-1.074	1.552	1.234	-1.023	-1.888	-1.727	0.257	-2.155
come	-0.906	3.233	2.296	-3.795	-3.236	0.618	1.856	1.599	-0.071	0.108	-2.202	-3.687	0.441	-0.961	0.957	-0.685	-4.561	-3.704	-2.077	1.524	-2.149	-0.773	-0.396	0.971	0.473	-3.341	-2.029	-3.003	2.085	-0.644	-2.658	-0.967	0.509	-0.990	2.835	-1.521	-0.651	1.270	-5.069	1.079	-0.750	-2.964	0.647	0.013	0.624	2.183	-1.314	0.050	-0.432	2.294
almost	-2.650	-1.140	-1.073	-0.042	-2.505	0.411	-0.819	-0.412	0.123	-3.393	-2.298	0.519	0.507	0.517	0.179	3.017	-3.625	0.235	0.819	1.799	-2.859	1.457	2.296	1.453	-0.411	-0.273	-0.948	-4.609	-1.154	4.081	0.555	0.654	-1.813	1.691	-2.022	-0.927	2.008	-1.112	-1.848	-1.853	-0.919	1.705	2.383	-1.717	-0.759	-0.210	0.016	-4.028	-0.638	-0.369
research	-1.719	-0.202	-0.789	10.229	0.357	0.430	-2.880	-3.754	2.132	-0.205	4.098	1.880	2.859	0.135	1.881	-5.861	0.393	1.623	2.845	1.762	-3.781	-0.536	-5.118	0.251	2.091	1.432	-4.843	5.369	1.000	0.086	-0.971	-1.462	-0.324	-5.982	1.794	-2.316	-2.292	2.268	-1.390	-0.884	-1.959	1.989	-3.489	2.605	-0.820	1.707	-1.107	1.473	-0.179	0.026
play	-2.516	2.581	3.694	0.261	-2.377	2.234	0.765	4.848	-2.698	-0.404	-4.925	0.665	-2.403	0.340	-1.617	-3.632	-1.569	-2.263	-1.259	-0.100	-2.151	2.023	-1.611	0.854	2.583	3.128	-0.231	-3.140	-2.576	4.283	3.716	-0.043	-0.153	2.625	1.255	1.826	-0.154	0.366	-2.733	-2.276	2.020	-4.420	3.674	3.399	2.608	0.221	-3.589	5.046	-4.866	-2.277
side	0.453	3.640	-2.991	-0.443	-1.174	-0.968	1.068	1.864	-2.943	-1.117	-2.578	-1.546	-1.266	-3.510	2.170	1.819	-1.476	-2.555	-1.179	-0.467	3.199	2.441	-2.075	-2.893	0.315	0.416	0.124	-2.002	0.278	2.723	5.334	0.234	-1.568	2.661	-0.339	-5.092	2.251	0.259	1.418	0.745	0.254	-0.293	2.539	-1.524	4.828	1.229	-0.376	-0.135	0.576	-2.964
thought	-0.590	0.856	0.565	-4.276	-0.908	1.753	-2.979	-0.688	1.984	1.377	-1.577	0.912	-0.420	-2.449	1.393	-2.736	-1.089	1.672	-1.667	3.766	-3.174	-1.915	-1.567	0.685	-1.427	-1.218	-1.366	-0.462	0.256	1.344	-2.676	-0.968	0.233	-1.954	3.809	-2.118	0.985	0.880	-2.341	-0.953	-1.385	-1.340	-0.002	0.111	1.029	0.355	1.190	-3.168	1.218	-4.436
culture	0.554	-2.385	-3.039	1.772	1.898	-1.162	-1.162	-1.019	0.738	-2.634	-3.176	-0.296	-3.454	3.819	-0.754	-8.350	-0.868	-0.098	-2.112	3.972	-5.096	-0.804	1.255	1.545	4.235	-3.658	3.312	-1.496	1.880	-0.053	0.239	-2.813	2.362	-3.641	0.759	1.263	3.121	-1.872	1.118	2.014	-3.946	2.412	-0.089	-0.028	-1.490	0.459	5.366	0.192	0.072	-3.819
largest	3.988	-5.517	0.655	5.564	2.965	-3.913	4.198	-6.589	-5.235	-3.136	-4.512	-2.259	1.803	-1.378	-1.185	1.171	-1.664	2.147	3.839	3.732	-0.020	1.806	2.291	3.268	2.140	-7.909	-3.034	0.149	-0.839	5.466	-0.410	-1.166	-2.575	0.909	-2.655	-2.361	-1.387	-2.667	0.158	-0.530	-1.556	-0.582	-0.334	-3.496	0.443	-0.770	3.214	1.558	-2.164	2.724
father	-2.071	-3.792	-3.224	-7.602	4.628	2.256	-2.848	-2.271	-2.865	4.573	1.531	0.528	1.257	0.179	-3.448	-1.946	0.247	-6.067	0.716	1.714	2.559	1.601	2.932	0.966	-2.544	4.939	1.925	-1.032	-2.381	-2.241	-1.262	0.756	1.392	1.215	4.772	-3.169	2.195	-2.036	-0.526	-0.709	-1.027	0.875	-4.866	0.447	0.230	-0.498	-2.126	-0.122	-2.052	-1.127
press	9.089	-1.489	3.009	-0.322	4.406	-1.212	-4.785	-2.181	3.479	-1.364	0.353	0.413	3.878	-4.202	-0.237	-0.957	1.235	2.167	0.138	2.345	-0.332	0.117	-1.518	1.453	2.205	1.673	3.077	2.963	3.538	-2.150	0.396	-5.577	2.888	-3.185	-2.430	5.614	-3.512	3.090	3.848	-1.219	-3.730	-0.947	-2.109	1.426	-3.862	5.422	-2.537	1.559	4.459	-0.228
image	3.863	0.491	0.609	1.326	-1.186	-2.469	-2.576	-2.742	-0.859	4.096	0.726	0.624	-4.941	-0.157	0.262	-3.286	-2.307	1.470	-1.580	-4.179	-2.057	-2.821	-0.952	-1.438	-2.897	-2.834	2.000	-0.362	1.228	-2.109	6.738	-2.851	-0.749	1.049	-3.071	0.957	2.411	-4.759	7.021	0.248	-4.061	0.889	0.171	-3.018	3.571	2.769	3.248	-0.490	-0.426	0.636
created	-1.412	-0.902	3.046	-0.253	-0.151	-1.173	2.433	-1.447	3.200	0.960	0.197	0.579	-1.643	1.356	1.166	-2.456	0.096	1.366	0.555	0.465	2.114	-0.550	0.039	4.441	-0.466	-3.001	-1.955	0.341	-4.130	-0.221	-1.134	-4.105	2.190	-0.414	-3.873	0.149	1.101	-2.600	-1.733	1.112	0.902	-0.499	0.177	-1.030	-0.598	0.605	-0.577	0.490	1.116	-1.694
red	-3.386	1.199	-0.364	-0.109	-0.594	-3.241	1.226	-0.912	-1.831	-1.808	-2.690	-0.713	0.583	0.832	1.010	2.349	2.156	-4.181	-1.171	-3.095	4.790	-0.609	-0.876	3.053	-2.135	0.778	-3.821	0.889	-0.381	-1.019	3.780	-3.132	-2.488	2.253	-2.855	-3.143	2.466	-1.434	7.363	1.429	-0.984	-1.632	4.634	-1.418	-0.663	1.911	0.915	0.949	5.292	3.508
available	2.495	-1.909	0.227	5.127	-4.227	-0.811	1.750	1.521	3.100	-3.258	1.411	-2.414	1.470	2.689	1.164	-0.750	-2.223	3.705	2.305	0.467	-2.642	0.181	-0.858	3.811	-1.109	-1.203	-6.061	-1.173	-0.489	0.646	0.588	1.305	3.068	0.233	-4.357	2.166	-3.719	1.877	-3.178	1.089	-0.745	-4.062	-0.274	0.683	3.878	-0.664	-0.680	-2.551	-2.474	5.127
type	-0.905	0.379	-0.716	0.861	-0.126	1.631	3.204	0.074	-0.397	-1.716	1.441	1.602	-2.690	1.188	-0.632	-2.069	-0.609	3.988	0.144	-3.933	-0.614	-0.578	-2.720	-2.282	-2.770	-1.482	-3.557	1.657	-0.840	-0.480	0.875	3.377	-1.122	2.309	-1.736	-0.593	1.822	-0.094	1.726	3.064	-1.443	0.175	3.977	1.160	1.911	-2.628	3.186	-2.701	0.466	-0.904
references	5.639	-3.321	2.381	-0.668	2.596	-3.484	-1.493	-2.226	2.687	-0.247	2.731	0.988	-3.154	-0.042	1.266	-5.419	-1.253	0.733	-0.229	0.846	1.782	-0.336	-0.710	-0.149	2.830	-2.200	-1.006	4.733	1.666	-1.190	-0.251	-0.802	2.368	1.440	0.562	6.056	-0.195	2.599	4.412	3.302	-0.196	-1.532	1.408	0.407	-3.008	1.579	-1.433	-1.856	1.739	3.240
certain	-0.712	2.177	-0.805	1.732	-3.559	0.698	-1.122	-2.260	1.976	-1.241	-2.511	1.518	-0.285	1.947	2.034	0.795	-3.158	1.858	-2.566	-3.705	-1.313	3.363	1.893	0.778	0.293	-0.047	-2.608	0.548	-0.511	-0.266	0.849	2.079	1.589	1.077	1.265	-1.100	2.293	5.607	-3.338	3.599	1.503	1.292	3.827	0.791	-0.697	-4.726	-0.653	-2.691	-1.156	-2.224
am	4.071	2.997	1.087	-3.725	-0.448	5.056	0.837	2.268	-4.004	0.347	1.470	1.007	-0.415	-1.219	1.603	1.312	0.327	-0.851	-0.931	2.254	-3.612	0.381	-3.128	-2.742	-2.825	0.297	-4.021	-3.176	-1.606	-0.636	-5.493	6.135	-5.225	-5.194	2.423	-1.523	0.363	-0.589	-0.001	-1.752	-2.669	-1.941	-4.149	-0.609	0.846	5.523	-1.285	1.072	-1.011	2.021
member	-0.270	-0.906	3.599	1.417	0.263	-1.326	6.529	-4.960	-6.892	4.513	1.037	-1.451	5.570	3.257	-1.549	-2.332	-0.177	-0.889	2.926	-2.617	-0.333	-0.371	1.027	3.565	0.232	0.310	-2.103	-1.669	-0.917	1.642	-2.560	-0.900	-0.024	2.006	1.951	-0.292	-1.180	-1.717	-0.641	2.249	1.918	2.169	-0.797	0.550	-0.938	3.153	0.892	5.018	0.338	-4.000
special	0.912	2.141	2.225	3.606	-0.919	0.734	1.021	1.295	0.481	0.329	-0.392	1.740	-0.515	4.091	1.413	1.201	-0.851	0.300	0.404	-6.224	-0.809	4.791	1.237	4.080	0.447	0.827	-3.208	2.601	-0.607	-0.635	3.154	1.924	-0.447	0.724	-2.534	-0.719	2.446	4.829	-0.202	2.768	2.276	-0.116	2.904	-0.336	-0.044	-1.717	-1.317	0.741	-1.267	0.845
famous	2.182	-5.603	-0.235	-1.055	0.170	-3.885	0.488	1.265	-0.490	1.154	0.969	0.570	-2.208	2.037	-2.031	-0.054	1.440	-3.058	0.660	2.725	1.999	1.440	0.910	4.195	1.129	-1.617	1.396	1.367	-5.541	0.858	1.692	0.252	-1.178	-1.542	2.980	1.074	2.727	1.006	0.178	-2.860	1.319	-3.321	3.243	-1.562	-1.208	-0.442	3.731	-1.647	-0.909	-1.565
role	-3.771	-0.459	-1.433	1.601	4.379	2.852	-0.178	0.649	-1.708	2.019	-1.957	3.491	-1.112	1.822	-0.347	-4.793	3.025	0.004	-0.041	-1.109	-3.580	2.569	1.525	1.974	4.124	3.091	-4.020	-0.569	-0.106	6.232	0.353	-5.527	0.298	0.618	2.709	3.167	3.463	-2.551	1.209	-3.795	3.393	2.433	2.320	0.086	0.087	-1.834	0.154	4.901	-4.049	-5.299
change	-2.016	3.494	1.916	2.998	-0.965	0.839	1.590	-0.057	3.534	1.698	-4.222	0.352	-0.009	-2.060	1.252	-1.403	-4.736	0.785	-5.023	0.205	-4.345	-0.519	0.755	-1.853	-2.042	0.090	-2.711	0.562	2.661	-0.449	1.510	0.668	0.594	-0.504	-0.700	0.671	3.524	-0.808	-2.479	1.173	1.008	2.265	0.037	1.185	-1.830	1.070	-2.951	0.140	0.280	-1.323
region	-4.503	0.526	-3.729	4.207	2.738	-2.818	2.777	-4.052	-0.849	-1.356	-3.819	-1.830	-0.136	2.673	4.234	-2.781	1.271	1.879	-2.034	-0.126	0.415	1.949	-0.296	-2.912	2.260	-5.618	3.898	-2.471	1.387	3.641	0.835	2.452	-0.859	-1.390	0.097	-3.075	-0.370	-5.171	0.598	1.159	-4.426	2.080	-3.096	-3.509	-1.511	-1.845	1.622	-1.255	-1.625	0.505
numbers	-1.593	0.470	2.209	2.043	0.445	0.294	-4.065	0.588	-0.866	-2.523	-1.380	-0.195	-4.148	-3.053	1.247	2.045	3.624	-1.085	2.441	1.089	-2.723	0.238	-2.498	1.808	-1.642	1.549	-0.121	-1.519	3.357	3.784	-0.477	3.277	-5.185	0.670	-2.062	1.761	-0.804	-2.278	-2.318	8.279	-4.400	4.694	3.428	-0.160	1.930	-5.008	2.318	-2.576	-3.095	4.021
real	1.058	0.387	2.164	1.744	-1.709	0.242	-2.256	2.111	0.969	-1.095	-0.908	4.662	-2.528	-0.374	0.418	-1.579	-1.295	0.111	0.488	1.218	-1.001	2.092	0.804	1.998	-2.476	-0.372	-1.040	-1.005	1.526	-0.246	-0.730	-1.221	-5.422	1.183	-1.613	2.191	5.457	2.451	-4.189	0.157	0.919	0.074	1.017	-1.781	0.309	-3.959	0.315	0.176	-2.948	-0.086
areas	-2.698	2.847	-5.791	4.867	-2.905	-1.962	-2.810	-0.824	1.040	-5.516	-1.067	-2.082	-0.108	0.904	6.128	-2.215	1.112	3.396	-1.035	0.204	-1.574	4.774	0.329	-1.440	2.966	-2.791	-0.283	-3.479	0.250	3.321	-0.324	1.418	0.476	-2.106	1.364	-3.715	-1.598	-6.717	0.831	2.273	-3.412	3.544	-1.165	-0.219	-1.601	-4.676	4.829	-0.385	0.142	1.606
league	-1.426	-0.270	-1.204	3.288	-0.551	-1.390	2.087	-1.300	-5.733	3.806	-9.396	-5.264	3.799	1.565	-1.817	-0.217	5.466	-2.745	-0.222	-1.513	1.469	-0.857	-1.279	1.012	2.594	0.689	-0.369	0.098	0.300	6.273	-0.677	-2.556	-1.854	-0.713	-0.267	2.417	-3.237	-5.117	1.376	1.030	-3.553	0.277	1.999	3.672	-5.183	1.922	-4.147	9.974	-0.962	-0.568
making	1.624	2.351	0.602	2.721	-0.020	0.866	0.477	1.716	1.760	-0.755	-0.607	1.307	-1.116	-0.961	-1.277	1.069	-2.468	1.981	-3.388	-2.249	-1.708	0.112	1.062	2.026	2.298	0.051	-0.902	0.079	-1.389	2.163	-0.567	-2.229	-0.152	0.606	0.148	-1.365	1.945	-2.372	-2.988	-0.957	0.237	-0.159	1.278	1.033	3.389	1.164	-0.486	-0.889	-2.889	0.848
story	-3.702	-3.066	-0.891	-5.665	2.518	2.556	-2.797	4.328	0.367	1.233	0.895	5.988	-0.468	-0.666	-1.562	-4.559	-2.275	-5.918	-2.038	2.303	1.102	1.270	-2.080	1.787	0.552	-0.412	4.812	-0.284	2.186	-1.978	0.689	-2.427	-4.996	-1.788	-2.085	3.076	-1.086	0.569	1.761	-1.510	2.555	-1.022	2.632	1.367	0.172	1.746	0.439	-1.706	-1.980	2.122
far	-0.506	1.103	-3.000	1.225	-0.276	1.102	-2.097	0.265	-0.044	0.191	-2.590	-0.431	0.570	-3.521	1.936	2.254	-1.764	1.654	-2.706	0.667	-1.578	-0.098	1.015	0.194	2.214	-3.701	-0.090	-4.356	1.044	3.739	0.190	0.880	-4.183	-2.835	1.269	-2.535	0.315	-0.707	-3.620	-1.269	-2.899	-2.104	-1.964	0.186	2.798	-0.324	1.101	-1.383	1.134	-0.938
played	-2.175	-0.998	5.258	-1.573	-1.797	-3.200	1.875	4.142	-2.752	1.535	-3.659	0.265	-1.280	-0.632	-1.056	-2.579	0.303	-1.236	3.168	3.490	0.257	0.725	-0.990	3.177	4.056	0.027	-2.442	-4.011	-4.612	5.619	3.426	-0.832	3.384	3.325	1.545	0.903	1.944	-1.883	-0.786	-0.559	3.209	-5.652	3.782	-0.131	1.427	2.079	-2.022	6.834	-4.958	-2.846
art	3.311	-2.971	0.673	-0.073	-1.628	-0.892	-2.734	-0.663	2.875	1.065	0.352	1.572	-4.805	5.528	-1.443	-2.757	0.146	1.949	-3.702	3.329	-2.852	2.776	-3.051	5.017	2.287	0.518	6.581	3.991	-2.423	-1.583	3.607	-1.635	1.976	-2.840	-1.668	0.753	1.486	0.948	0.839	-1.549	-2.380	-0.319	-0.372	0.223	0.145	0.140	4.087	2.396	-0.164	-3.622
view	4.357	0.936	-2.912	-1.700	-1.257	1.537	-1.827	-1.804	1.990	-0.618	-1.946	2.554	1.299	-2.777	2.797	-5.087	-2.719	-0.851	-1.919	1.939	-2.790	-2.247	0.133	1.885	-2.285	-1.065	1.343	0.837	3.545	5.528	2.215	-2.563	-1.214	-2.066	1.018	-1.656	1.101	0.610	-0.217	0.778	0.998	2.910	0.467	1.367	3.050	-1.225	2.216	-1.886	0.942	-2.807
low	-1.031	-0.859	-0.741	4.380	-2.720	-1.749	2.079	0.270	1.868	-6.204	-2.150	1.772	2.128	-1.286	1.980	5.670	-0.276	2.314	-3.387	-1.334	-0.350	-1.126	2.198	-0.256	2.433	-3.361	-4.872	-1.573	-1.066	-1.588	4.460	4.565	-0.533	5.374	0.130	-2.828	0.996	1.175	-0.007	-0.637	-1.834	-1.235	-3.889	3.054	1.925	-5.355	2.673	1.504	-1.868	-0.118
community	2.500	0.737	-3.127	5.641	0.904	-0.644	3.219	-1.533	-2.883	-4.043	-2.491	-1.165	2.286	2.969	-1.572	-6.238	-0.663	-1.046	-0.837	0.426	-2.197	1.447	1.345	3.040	-0.376	-0.014	-0.578	0.888	0.197	2.626	-1.288	-2.107	-0.448	-3.478	1.227	-2.061	-3.743	-2.116	-1.426	2.010	-0.705	3.614	-2.203	0.378	0.406	0.312	2.555	1.580	0.843	-4.154
act	1.220	5.321	1.830	-2.308	0.909	4.614	0.426	-1.237	-1.180	2.286	-0.543	-0.410	3.933	1.783	-2.901	-0.524	1.615	5.595	-4.027	-3.576	1.109	3.195	4.386	-1.202	1.258	1.470	-1.842	-2.147	-0.103	-0.072	1.733	-1.761	1.473	-1.565	-4.797	1.146	-2.036	-1.547	0.663	2.690	4.910	4.163	-0.236	2.601	-1.969	0.666	1.083	1.849	-1.664	0.154
movement	0.400	2.964	0.825	-0.784	0.312	0.441	1.240	-1.915	-0.958	-3.416	-2.897	-0.977	1.077	1.386	0.473	-0.913	1.166	-0.666	-0.593	3.509	-4.840	-3.047	2.385	-1.402	-0.448	1.128	2.483	5.631	-3.059	0.864	1.857	-3.666	-0.393	-3.111	1.317	0.587	1.695	-2.975	0.818	1.109	-0.145	5.124	-0.261	-1.165	1.382	3.716	3.084	1.792	3.870	-8.130
terms	0.590	-1.132	-1.000	1.033	-1.549	3.156	2.212	-2.140	-1.675	0.058	-2.214	1.461	1.057	0.393	1.233	0.517	1.369	3.419	0.057	-0.761	-2.856	1.725	0.784	0.839	-2.812	-1.928	0.430	1.439	4.642	1.050	-2.398	2.233	0.894	-0.192	0.708	1.610	3.286	-1.121	-3.269	2.478	-0.590	3.783	3.473	4.188	-1.166	-1.321	0.855	-4.446	1.217	-1.060
related	0.188	-3.174	2.185	1.942	-0.533	-2.679	2.353	-1.559	0.520	-3.051	-0.329	1.239	-1.110	2.121	3.363	-5.644	-3.567	1.289	1.645	-0.412	-0.100	0.765	0.917	0.466	2.632	-2.913	-5.253	4.635	0.022	-1.875	-2.062	-0.225	2.818	-0.202	2.663	-0.259	2.790	3.659	-2.398	4.487	-0.549	-3.104	2.426	-0.043	-0.273	-1.300	0.027	-5.015	0.680	-0.035
rights	2.171	0.967	1.952	0.498	-1.836	3.144	-2.986	-3.032	-9.583	-1.046	0.570	-2.878	2.191	4.610	-0.142	-1.828	-2.818	4.062	-2.738	-0.436	2.616	1.711	2.882	-1.304	-0.098	4.721	0.142	3.724	0.555	4.446	-0.275	-5.388	2.690	-8.066	-4.400	0.782	-0.133	-2.024	-0.943	2.587	4.762	5.847	-0.814	1.520	-2.477	0.390	0.347	-0.225	0.930	-4.725
religious	3.181	-0.834	-3.480	-4.467	-0.507	-3.490	-1.200	-1.496	1.975	-4.998	-3.490	0.090	0.579	2.372	-0.456	-2.721	-1.275	1.330	-0.871	0.999	-3.226	1.757	5.861	2.495	-0.637	2.352	2.050	2.567	0.375	2.232	-0.414	-1.280	2.926	-3.101	3.099	-0.563	0.951	4.795	-2.280	7.760	0.594	7.115	-0.880	-1.659	0.230	0.377	1.184	0.296	1.387	-4.924
women	-0.549	-0.583	0.493	-1.881	-2.258	-2.509	-5.250	-0.944	-7.192	-1.173	0.242	2.073	1.720	2.739	-4.183	1.946	-2.450	-0.700	0.446	-0.467	-5.849	2.229	4.000	0.279	2.395	5.294	0.774	-2.835	2.987	2.065	-0.240	-3.301	2.046	-3.884	3.071	-1.718	0.370	2.340	0.283	4.581	-0.736	-1.037	2.455	2.547	-0.336	-1.833	1.613	5.944	3.578	0.107
production	-4.788	-2.253	3.248	5.111	-1.066	1.608	-2.084	-0.212	1.111	-1.327	-1.534	1.591	2.489	0.612	-1.573	1.089	1.821	2.229	-1.702	3.484	-3.299	-0.080	0.783	-0.056	2.902	-3.989	-3.938	3.536	-2.173	-4.418	1.351	-2.022	-0.112	1.488	-4.337	0.850	-0.007	-4.375	-0.290	-3.531	-0.090	3.457	-0.131	0.217	3.768	-2.560	-0.178	1.441	-3.031	3.263
program	-2.416	3.965	1.908	6.845	-0.491	3.956	-1.820	1.631	-0.348	-1.811	3.843	-0.059	2.953	-0.579	-0.061	-1.198	-1.530	0.701	2.383	-4.117	-1.972	-0.313	-0.875	3.136	-4.623	1.252	-0.155	4.940	-0.858	0.781	0.199	0.844	-1.432	-3.568	-4.348	2.968	0.405	-2.909	0.860	-0.900	-1.843	2.227	-3.735	2.211	0.644	0.863	2.588	1.649	-2.468	-0.042
foreign	1.078	0.357	-2.746	4.791	1.951	-1.267	1.201	-2.883	-0.884	-0.568	2.411	-1.665	5.644	6.856	3.605	4.011	-1.364	-1.290	-2.692	-1.776	0.033	-1.053	7.798	2.111	6.160	0.195	-1.765	1.033	5.488	-1.144	-3.115	1.702	1.800	-0.654	-1.154	1.717	3.076	0.501	-2.288	0.061	1.339	3.429	1.040	-2.506	1.520	-1.762	2.044	3.298	0.180	2.054
released	-2.689	-4.000	5.028	-2.146	-3.575	-1.521	2.714	5.835	2.113	0.244	-0.873	-2.307	5.512	-0.178	-3.523	0.293	-1.765	0.430	4.069	-0.062	0.005	0.303	0.711	1.453	0.839	-2.162	-3.413	-1.996	-3.471	-0.504	0.577	-4.882	-0.948	1.232	-10.230	5.391	-1.126	-0.997	2.504	-0.263	2.072	-4.633	-3.592	-0.739	2.487	3.476	-4.570	-1.525	-3.310	0.598
living	0.894	-2.406	2.026	-2.876	-1.511	-1.125	1.406	-3.445	-2.738	-4.676	-1.336	-0.510	0.477	-1.156	-0.290	-2.549	-3.743	-0.038	-0.888	-0.926	-1.731	-0.422	1.985	2.614	1.759	-1.100	0.549	-3.350	-1.183	-2.811	-1.642	-1.729	0.379	-3.035	2.911	-4.462	-2.302	-0.948	-0.134	3.069	-0.167	-2.065	-3.051	1.589	-3.364	-2.690	1.401	0.554	-4.175	1.769
source	1.408	0.166	-3.429	2.760	-2.324	0.509	1.185	-2.928	3.034	-2.909	-0.593	0.406	0.855	1.143	0.203	-2.872	-0.804	0.433	-1.501	-0.128	1.013	-1.729	-1.728	1.836	-2.473	-3.533	-2.047	4.117	3.320	2.499	-1.712	-1.366	-0.443	2.462	-2.608	3.382	-2.206	-0.163	1.496	-1.185	-1.138	0.912	-2.182	0.219	1.777	-0.686	3.238	-6.803	-1.573	0.606
forms	-2.126	0.178	-1.970	-0.532	1.158	2.806	-1.622	-1.352	0.345	-2.109	-2.819	-0.691	-2.460	2.155	2.408	-1.157	0.416	2.740	-0.670	-0.065	-6.393	1.759	-5.582	-1.678	0.357	-2.313	-0.573	0.880	0.864	2.557	-2.463	-0.029	3.139	0.724	-0.168	0.705	1.035	-1.427	-0.597	3.588	-1.051	1.425	3.401	0.366	0.223	-1.160	3.508	-3.493	3.033	-3.884
